Unnamed: 0,_id,Processor (CPU),Graphics card (GPU),Memory (RAM),Screen size,Screen resolution,Weight,Hard drives,Size (length x width x height),Operating system (OS),Release date,Price,Name,CPU Score,GPU Score,Game,Van Phong,Do Hoa,Lap Trinh,Doanh Nhan
5292,6589cee28997406b55ed8742,Intel Core i7-13620H,GeForce RTX 4070,32,17.3,Full HD(1920 x 1080 pixels),5.73 lbs(2.6 kg),1000gb SSD,15.67 x 10.75 x 0.99 inches,Windows 11,22-Dec-23,38376000,MSI Katana 17 (Katana),14917,26883,1,0,0,0,0
5293,6589cee28997406b55ed8743,Intel Core i7-1260P,Intel Iris Xe,64,17.3,4k(3840 x 2160 pixels),5.6 lbs(2.54 kg),500gb SSD,15.75 x 10.25 x 0.75 inches,Windows 11 Pro,23-Nov-23,40800000,HP Envy 17t-cr0000,9960,2690,0,0,0,0,0
5294,6589cee28997406b55ed8747,Intel Core i7-12650H,GeForce RTX 4060,64,15.6,Full HD(1920 x 1080 pixels),4.7 lbs(2.13 kg),2x 2000gb SSD,14.2 x 9.4 x 1 inches,Windows 10 Pro,6-Dec-23,60599759,Gigabyte G5 KF5 15″,13152,19573,0,0,0,0,0
5295,6589cee28997406b55ed8748,Intel Core i9-13980HX,GeForce RTX 4090,96,16,WQXGA(2560 x 1600 pixels),5.51 lbs(2.5 kg),4000gb SSD,13.94 x 10.39 x 1.2 inches,Windows 11 Pro,17-Dec-23,103896000,HIDevolution 2023 ASUS ROG Strix Scar 16 G634JY (G634JY-XS97-HID10),31343,38875,1,0,1,0,0
5296,6589cee28997406b55ed8749,Intel Core i7-11800H,GeForce RTX 3060,32,17.3,Full HD(1920 x 1080 pixels),6.39 lbs(2.9 kg),1000gb SSD,15.63 x 10.57 x 1.08 inches,Windows 11 Pro,28-Aug-22,41880000,MSI GE76 Raider 17″ (GE76 Raider),12390,17090,1,0,0,0,0
5297,6589cee28997406b55ed874a,Intel Core i7-13700H,GeForce RTX 4050,16,14.5,2880x1800(2880 x 1800 pixels),3.42 lbs(1.55 kg),1000gb SSD,12.71 x 8.98 x 0.7 inches,Windows,26-Jul-23,31176000,Acer Swift X 14 SFX14-71G-76LC Creator (NX.KEVAA.001),17231,14693,0,0,0,0,0
5298,6589cee28997406b55ed874b,Intel Core i7-12650H,GeForce RTX 4060,32,15.6,Full HD(1920 x 1080 pixels),4.37 lbs(1.98 kg),2000gb SSD,14.15 x 9.86 x 0.9 inches,Windows 11 Home,1-Nov-23,32399760,MSI Cyborg 15″ (Cyborg),13152,19573,0,0,0,0,0
5299,6589cee38997406b55ed874d,Intel Core i7-1255U,Intel Iris Xe,16,15.6,Full HD(1920 x 1080 pixels),3.63 lbs(1.65 kg),500gb SSD,14.18 x 9.21 x 0.7 inches,Windows 11 Pro,1-Aug-22,21096000,HP Pavilion 15t-eg (9YF35AV-3155-226027),8018,2690,0,0,0,0,0
5300,6589cee38997406b55ed874e,Intel Core i7-12700H,GeForce RTX 3060,64,17.3,Full HD(1920 x 1080 pixels),6.17 lbs(2.8 kg),4000gb SSD,15.56 x 11.16 x 0.79 inches,Windows 11 Home,6-Sep-22,55080000,MSI Stealth GS77 12UE-046 17″ (Stealth GS77 12UE-046),15486,17090,1,0,1,0,0
5301,6589cee38997406b55ed874f,Intel Core i7-12650H,GeForce RTX 4070,32,15.6,Full HD(1920 x 1080 pixels),4.96 lbs(2.25 kg),1000gb SSD,14.13 x 10.2 x 0.98 inches,Windows 11 Pro,5-Dec-23,44136000,HIDevolution 2023 MSI Katana 15 B12VGK (MS-KATANA1512082-HID6P),13152,26883,0,0,0,0,0
5302,6589cee38997406b55ed8750,Intel Core i5-1135G7,Intel Iris Xe,16,15.6,Full HD(1920 x 1080 pixels),4 lbs(1.81 kg),500gb SSD,14.33 x 9.8 x 0.78 inches,Windows 10 Home,6-Oct-21,13191840,Dell Inspiron 15 (3000),5002,2690,0,0,0,0,0
5303,6589cee38997406b55ed8751,Intel Core i3-1115G4,Intel Iris Xe,12,14,Full HD(1920 x 1080 pixels),3.42 lbs(1.55 kg),500gb SSD,0biet,Windows 10,22-Apr-22,9480000,ASUS VivoBook 14″,3056,2690,0,0,0,0,0
5304,6589cee38997406b55ed8752,Intel Core i7-12700H,GeForce RTX 3070 Ti,32,15.6,Quad HD(2560 x 1440 pixels),5.3 lbs(2.4 kg),4000gb SSD,14.2 x 9.62 x 1.1 inches,Windows 11 Pro,10-Aug-23,98976000,Gigabyte AORUS 15,15486,23757,1,0,1,0,0
5305,6589cee38997406b55ed8753,Intel Core i5-1145G7,Intel Iris Xe,16,14,HD(1366 x 768 pixels),4.61 lbs(2.09 kg),250gb SSD,13.6 x 10.7 x 1.3 inches,Windows 11 Pro,22-Dec-22,69816000,Panasonic Toughbook FZ-55 14″,4769,2690,0,0,0,0,0
5306,6589cee38997406b55ed8755,AMD Ryzen 7 7735HS,GeForce RTX 4050,16,17.3,Full HD(1920 x 1080 pixels),6.83 lbs(3.1 kg),1000gb SSD,15.77 x 11.59 x 1.1 inches,0biet,28-Apr-23,27192000,Acer Nitro 17 (NH.QL1AA.002),14003,14693,1,0,0,0,0
5307,6589cee38997406b55ed8756,Intel Core i5-1135G7,Intel Iris Xe,32,17.3,Full HD(1920 x 1080 pixels),3.67 lbs(1.66 kg),1000gb SSD,16.33 x 10.72 x 0.96 inches,Windows 10 Pro,20-Jan-22,19199760,HP 17,5002,2690,0,0,0,0,0
5308,6589cee48997406b55ed875a,AMD Ryzen 9 5900HX,GeForce RTX 3070,16,15.6,Full HD(1920 x 1080 pixels),5.5 lbs(2.49 kg),8000gb SSD,15 x 10 x 1 inches,Windows 11 Home,16-Jan-23,113976000,HP OMEN 15″,13081,22459,1,0,0,0,0
5309,6589cee48997406b55ed875b,Intel Core i9-13900H,GeForce RTX 3050 6GB,24,15.6,4k(3840 x 2160 pixels),3.97 lbs(1.8 kg),500gb SSD,14.03 x 9.26 x 0.79 inches,Windows 11 Home,17-Nov-23,33096000,ASUS Creator Q540 15″,19204,10708,0,0,0,0,0
5310,6589cee48997406b55ed875c,Intel Core i7-12650H,GeForce RTX 4060,16,15.6,Full HD(1920 x 1080 pixels),4.37 lbs(1.98 kg),1000gb SSD,14.13 x 9.8 x 0.9 inches,Windows 11 Pro,15-Aug-23,25439760,MSI Cyborg 15″,13152,19573,0,0,0,0,0
5311,6589cee48997406b55ed8760,Intel Core i5-11260H,GeForce RTX 3050,8,17.3,Full HD(1920 x 1080 pixels),5.73 lbs(2.6 kg),"500gb SSD, 1000gb HDD",14.1 x 10.1 x 0.97 inches,Windows 11,3-Dec-21,23736000,ASUS TUF 17″ (F15-TUF506LH-US53-i5),9000,12960,0,0,0,0,0
5312,6589cee48997406b55ed8761,Intel Core i5-1145G7,Intel Iris Xe,32,15.6,Full HD(1920 x 1080 pixels),4 lbs(1.81 kg),2000gb SSD,12.75 x 8.45 x 0.7 inches,Windows 10 Pro,5-Dec-23,29279760,HP ZBook Firefly G8 15″,4769,2690,0,0,0,0,0
5313,6589cee48997406b55ed8762,Intel Core i9-13980HX,GeForce RTX 4070,64,16,3.2K(3200 x 2000 pixels),4.19 lbs(1.9 kg),8000gb SSD,13.98 x 9.8 x 0.86 inches,Windows 11 Home,5-Oct-23,83016000,HIDevolution 2023 ASUS VivoBook Pro 16X (K6604JI-ES96-HID12),31343,26883,0,0,1,0,0
5314,6589cee58997406b55ed8763,Intel Core i7-1195G7,Intel Iris Xe,8,14,Full HD(1920 x 1080 pixels),3.35 lbs(1.52 kg),500gb SSD,12.68 x 8.27 x 0.74 inches,Windows 11 Home,27-Jul-23,14639760,HP Pavilion x360 14″ (Pavilion),5481,2690,0,0,0,0,0
5315,6589cee58997406b55ed8764,Intel Core i7-11800H,GeForce RTX 3050,32,16,WQXGA(2560 x 1600 pixels),5.07 lbs(2.3 kg),1000gb SSD,14.02 x 10.4 x 1.03 inches,Windows 11 Home,23-Nov-21,35976000,Lenovo Legion 16″,12390,12960,1,0,0,0,0
5316,6589cee58997406b55ed8769,Intel Core i9-13980HX,GeForce RTX 4070,32,16,3.2K(3200 x 2000 pixels),4.19 lbs(1.9 kg),4000gb SSD,13.98 x 9.8 x 0.86 inches,Windows 11 Pro,14-Oct-23,62376000,HIDevolution 2023 ASUS VivoBook Pro 16X (K6604JI-ES96-HID7P),31343,26883,0,0,1,0,0
5317,6589cee58997406b55ed876a,Intel Core i9-13900H,GeForce RTX 4070,32,16,Quad HD Plus(3200 x 1800 pixels),4.85 lbs(2.2 kg),2000gb SSD,13.98 x 9.57 x 0.86 inches,Windows 11 Pro,22-Dec-23,69599760,XOTIC ASUS ROG Flow X16 (GV601VI-CS94),19204,26883,0,0,1,0,0
5318,6589cee58997406b55ed876b,Intel Core i9-12900H,GeForce RTX 3060,64,17.3,Full HD(1920 x 1080 pixels),6.39 lbs(2.9 kg),2000gb SSD,15.63 x 11.18 x 1.02 inches,Windows 11 Home,14-Dec-22,55679759,MSI Raider GE76 17″ (GE76 12UE),16894,17090,1,0,1,0,0
5319,6589cee58997406b55ed876e,Intel Core i7-12700H,GeForce RTX 3050 Ti,64,15.6,4k(3840 x 2160 pixels),4.31 lbs(1.95 kg),2000gb SSD,13.56 x 9.06 x 0.73 inches,Windows 11 Home,12-Sep-23,78128880,Dell XPS 15 9520,15486,10181,0,0,0,0,0
5320,6589cee68997406b55ed876f,Intel Core i9-12900H,GeForce RTX 3070 Ti,16,15.6,Full HD(1920 x 1080 pixels),7.71 lbs(3.5 kg),1000gb SSD,14.13 x 10.2 x 0.98 inches,Windows 11 Home,28-Aug-23,33480000,MSI Katana GF66 15″ (Katana),16894,23757,1,0,1,0,0
5321,6589cee68997406b55ed8771,AMD Ryzen 9 5900HS,GeForce RTX 3060,40,15.6,Quad HD(2560 x 1440 pixels),4.19 lbs(1.9 kg),2000gb SSD,0biet,Windows 11,5-Oct-22,35499840,ASUS ROG Zephyrus G15,13179,17090,0,0,0,0,0
5322,6589cee68997406b55ed8774,AMD Ryzen 7 5700U,GeForce MX450,8,15.6,Full HD(1920 x 1080 pixels),4.19 lbs(1.9 kg),1000gb SSD,0biet,Windows 11 Home,1-Nov-22,18696000,ASUS Zenbook 15″,8919,3729,0,0,0,0,0
5323,6589cee68997406b55ed8775,Intel Core i9-13980HX,GeForce RTX 4090,32,18,Quad HD Plus(3200 x 1800 pixels),6.83 lbs(3.1 kg),2000gb SSD,15.71 x 11.57 x 1.21 inches,Windows 11 Pro,14-Feb-23,0biet,EXcaliberPC ASUS ROG Strix Scar 18 (G834JY-XS97),31343,38875,1,0,1,0,0
5324,6589cee78997406b55ed8779,Intel Core i5-1135G7,Intel Iris Xe,8,14,Full HD(1920 x 1080 pixels),3.1 lbs(1.41 kg),500gb SSD,12.76 x 8.49 x 0.78 inches,Windows 11 Pro,1-Jun-23,15096000,Lenovo IdeaPad 3 14 (IdeaPad 3 17),5002,2690,0,0,0,0,0
5325,6589cee78997406b55ed877b,Intel Core i7-1360P,Intel Iris Xe,32,16,Quad HD Plus(3200 x 1800 pixels),4.63 lbs(2.1 kg),1000gb SSD,14.09 x 10.18 x 0.66 inches,Windows 11 Pro,6-Mar-23,39576000,HIDevolution 2023 MSI Summit E16FlipEvo A13MT Ink Black (MS-SUME1613258-HID1),12205,2690,0,0,0,0,0
5326,6589cee78997406b55ed877c,Intel Core i5-1135G7,Intel Iris Xe,16,15.6,HD(1366 x 768 pixels),3.75 lbs(1.7 kg),0biet,14.11 x 9.53 x 0.71 inches,Windows 11 Home,27-Oct-22,15096000,HP 15,5002,2690,0,0,0,0,0
5327,6589cee78997406b55ed877d,Intel Core i7-1255U,Intel Iris Xe,64,17.3,Full HD(1920 x 1080 pixels),4.61 lbs(2.09 kg),4000gb SSD,15.78 x 10.15 x 0.81 inches,Windows 11 Pro,5-Sep-23,37679760,HP 17-CN200,8018,2690,0,0,0,0,0
5328,6589cee78997406b55ed8783,Intel Core i9-13900H,GeForce RTX 4060,64,16,WQXGA(2560 x 1600 pixels),5.91 lbs(2.68 kg),2000gb SSD,14.07 x 9.94 x 0.78 inches,Windows,23-Jul-23,36839760,HP Envy 16″,19204,19573,1,0,1,0,0
5329,6589cee88997406b55ed8784,AMD Ryzen 9 6900HS,Radeon RX 6700S,16,14,WQXGA(2560 x 1600 pixels),3.64 lbs(1.65 kg),1000gb SSD,12.76 x 8.74 x 0.7 inches,0biet,9-Apr-22,40776000,HIDevolution ASUS ROG Zephyrus G14 Advantage Edition GA402RJ (GA402RJ-G14.R96700-HID1),14059,14902,0,0,0,0,0
5330,6589cee88997406b55ed8785,AMD Ryzen 9 7940HS,GeForce RTX 4060,32,14,Quad HD(2560 x 1440 pixels),3.64 lbs(1.65 kg),1000gb SSD,12.31 x 8.95 x 0.78 inches,Windows,8-Nov-23,36717600,ASUS MUX 14″ (ROG),17509,19573,0,0,1,0,0
5331,6589cee88997406b55ed8786,Intel Core i7-1165G7,Intel Iris Xe,16,14,Full HD(1920 x 1080 pixels),3.73 lbs(1.69 kg),500gb SSD,12.76 x 8.7 x 0.78 inches,Windows 11 Pro,23-Oct-22,28776000,Lenovo ThinkPad E14 Gen 2,5125,2690,0,0,0,0,0
5332,6589cee88997406b55ed8788,AMD Ryzen 7 4800H,GeForce RTX 3060,32,17.3,Full HD(1920 x 1080 pixels),5.95 lbs(2.7 kg),2000gb SSD,15.5 x 11 x 1.1 inches,Windows 10,19-Jan-22,33576000,ASUS ROG Strix G17 (ROG Strix G17),6238,17090,0,0,0,0,0
5333,6589cee88997406b55ed878a,AMD Ryzen 5 5600H,GeForce RTX 3050 Ti,8,15.6,Full HD(1920 x 1080 pixels),4.96 lbs(2.25 kg),250gb SSD,0biet,Windows 11 Home,29-Nov-22,16776000,Lenovo IdeaPad 15″ (82K201XCUS),9513,10181,0,0,0,0,0
5334,6589cee88997406b55ed878d,Intel Core i5-1135G7,Intel Iris Xe,12,15.6,Full HD(1920 x 1080 pixels),3.75 lbs(1.7 kg),500gb SSD,14.11 x 9.02 x 0.73 inches,Windows 11 Home,27-Oct-23,11976000,HP 15,5002,2690,0,0,0,0,0
5335,6589cee88997406b55ed878e,Intel Core i9-11980HK,GeForce RTX 3080,32,15.6,4k(3840 x 2160 pixels),9.9 lbs(4.49 kg),2x 1000gb SSD,14 x 10.5 x 1.1 inches,Windows 10 Pro,30-Sep-21,119976000,MSI GE66 Raider 15″ (GE6611227-2612-32621),13970,25353,1,0,0,0,0
5336,6589cee98997406b55ed8790,Intel Core i7-12700H,GeForce RTX 3060,16,15.6,Full HD(1920 x 1080 pixels),5.73 lbs(2.6 kg),1000gb SSD,0biet,Windows 11 Home,6-Jul-23,35256000,Acer Predator Helios 300 15″ (Predator Helios 300 Gaming),15486,17090,1,0,1,0,0
5337,6589cee98997406b55ed8791,Intel Core i5-1135G7,Intel Iris Xe,36,15.6,Full HD(1920 x 1080 pixels),3.97 lbs(1.8 kg),1000gb SSD,14.17 x 9.25 x 0.78 inches,Windows 11 Home,22-Aug-23,13199760,ASUS Vivobook 15″,5002,2690,0,0,0,0,0
5338,6589cee98997406b55ed8793,Intel Core i7-13650HX,GeForce RTX 4050,16,15.6,Full HD(1920 x 1080 pixels),6.2 lbs(2.81 kg),500gb SSD,14.06 x 10.8 x 1.02 inches,Windows 11 Home,27-Aug-23,24847920,Dell G15 5530 (PVXNC),19823,14693,1,0,0,0,0
5339,6589cee98997406b55ed8794,Intel Core i9-13900HX,GeForce RTX 4090,32,16,Quad HD(2560 x 1440 pixels),5.3 lbs(2.4 kg),1000gb SSD,14.05 x 10.78 x 1.1 inches,0biet,1-Jul-23,74376000,Eluktronics Prometheus XVI G2 16″ (Prometheus XVI G2),27225,38875,1,0,1,0,0
5340,6589cee98997406b55ed8795,Intel Core i5-1135G7,Intel Iris Xe,32,15.6,Full HD(1920 x 1080 pixels),3.97 lbs(1.8 kg),"1000gb SSD, 2000gb HDD",14.1 x 9.5 x 0.8 inches,Windows 11,28-Aug-21,16776000,HP for College Student 15″,5002,2690,0,0,0,0,0
5341,6589cee98997406b55ed8796,Intel Core i7-12700H,GeForce RTX 4070,32,15.6,Full HD(1920 x 1080 pixels),4.85 lbs(2.2 kg),1000gb SSD,13.97 x 9.92 x 0.89 inches,Windows 11 Pro,18-Aug-23,33359760,ASUS TUF F15,15486,26883,0,0,1,0,0
5342,6589cee98997406b55ed8797,Intel Core i7-10870H,GeForce RTX 3080,32,15.6,Full HD(1920 x 1080 pixels),4.41 lbs(2 kg),8000gb SSD,14.1 x 9.4 x 0.78 inches,0biet,21-Nov-22,76776000,HIDevolution EVOC 15″ (EV-PC502D-HID11),8989,25353,0,0,0,0,0
5343,6589cee98997406b55ed8798,Intel Core i7-1165G7,Intel Iris Xe,16,15.6,Full HD(1920 x 1080 pixels),4.02 lbs(1.82 kg),8000gb SSD,14.13 x 8.98 x 0.72 inches,Windows 11 Home,23-May-23,89496000,HP Envy x360-15t,5125,2690,0,0,0,0,0
5344,6589ceea8997406b55ed879b,Intel Core i5-1135G7,Intel Iris Xe,16,14,Full HD(1920 x 1080 pixels),2.62 lbs(1.19 kg),8000gb SSD,12.68 x 8.74 x 0.63 inches,0biet,25-Jul-22,64776000,HIDevolution Mid 2021 MSI Modern 14 B11MO (MS-Modern14611-HID10),5002,2690,0,1,0,1,0
5345,6589ceea8997406b55ed879d,Intel Core i9-13900H,GeForce RTX 4060,64,16,WQXGA(2560 x 1600 pixels),5.91 lbs(2.68 kg),2000gb SSD,14.07 x 9.94 x 0.78 inches,Windows 11 Home,6-Oct-23,42239760,HP Envy 16″ (ENVY),19204,19573,1,0,1,0,0
5346,6589ceea8997406b55ed879c,AMD Ryzen 7 6800H,GeForce RTX 3060,32,16,WUXGA(1920 x 1200 pixels),5.5 lbs(2.49 kg),1000gb SSD,14 x 10.5 x 0.81 inches,Windows 11 Home,18-Nov-23,43199760,ASUS ROG Zephyrus Duo 16,14193,17090,1,0,0,0,0
5347,6589ceea8997406b55ed87a0,Intel Core i7-12700H,GeForce RTX 3080,64,16,Quad HD Plus(3200 x 1800 pixels),6.38 lbs(2.89 kg),1000gb SSD,14.13 x 10.08 x 0.75 inches,0biet,2-Apr-22,58296000,HIDevolution MSI Creator Z16P B12UHT (MS-CreatorZ16P041-HID6),15486,25353,1,0,1,0,0
5348,6589ceea8997406b55ed87a2,Intel Core i7-1260P,GeForce RTX 3060,16,15.6,Full HD(1920 x 1080 pixels),3.73 lbs(1.69 kg),2000gb SSD,14.1 x 9.76 x 0.63 inches,Windows 11 Pro,9-Apr-22,34200000,EXcaliberPC MSI 15″ (Stealth 15M B12UE-040),9960,17090,0,0,0,0,0
5349,6589ceea8997406b55ed87a4,Intel Core i7-1255U,Intel Iris Xe,16,16,WQXGA(2560 x 1600 pixels),5.51 lbs(2.5 kg),2000gb SSD,14.88 x 9.96 x 0.84 inches,Windows 11 Home,17-Jun-23,19271760,Lenovo Flex 5 16″,8018,2690,0,0,0,0,0
5350,6589ceea8997406b55ed87a5,Intel Core i9-13980HX,GeForce RTX 4080,32,18,Quad HD Plus(3200 x 1800 pixels),6.6 lbs(2.99 kg),2000gb SSD,15.55 x 11.1 x 0.92 inches,Windows 11 Home,22-May-22,69599760,ASUS LT-AS-0438-CUK-003 18″,31343,34630,1,0,1,0,0
5351,6589ceeb8997406b55ed87a7,Intel Core i7-1355U,GeForce MX550,16,15.6,Full HD(1920 x 1080 pixels),4.31 lbs(1.95 kg),500gb SSD,14.18 x 9.21 x 0.7 inches,Windows 11 Pro,6-Sep-23,20639760,HP Pavilion 15″ (TPN-Q245),8965,4608,0,0,0,0,0
5352,6589ceeb8997406b55ed87aa,Intel Core i5-1235U,Intel Iris Xe,32,15.6,Full HD(1920 x 1080 pixels),3.51 lbs(1.59 kg),500gb SSD,14.09 x 9.19 x 0.82 inches,Windows 11 Pro,2-May-23,21118800,Dell Latitude 5530 15″ (Latitude),7915,2690,0,0,0,0,0
5353,6589ceeb8997406b55ed87ab,AMD Ryzen 9 7940HS,GeForce RTX 4050,16,17.3,Full HD(1920 x 1080 pixels),5.73 lbs(2.6 kg),1000gb SSD,15.55 x 10.39 x 0.9 inches,Windows 11,6-Dec-23,31051440,ASUS TUF 17″ (FA707XU-EH94),17509,14693,1,0,0,0,0
5354,6589ceeb8997406b55ed87ac,Intel Core i5-12450H,GeForce RTX 2050,64,15.6,Full HD(1920 x 1080 pixels),4.1 lbs(1.86 kg),"1000gb SSD, 2000gb HDD",14.13 x 9.99 x 0.85 inches,Windows 11 Home,28-Jun-23,28776000,EXcaliberPC MSI 15″ (Thin GF63 12UCX-484US),10370,7344,0,0,0,0,0
5355,6589ceeb8997406b55ed87ae,Intel Core i7-1360P,GeForce RTX 3050,16,16,WQXGA(2560 x 1600 pixels),2.86 lbs(1.3 kg),3000gb SSD,13.99 x 9.55 x 0.67 inches,Windows 11 Pro,3-Dec-23,50616000,LG Gram 16 Pro 16Z90R-A (16Z90R-A.ADC8U1),12205,12960,0,1,0,1,0
5356,6589ceec8997406b55ed87b3,Intel Core i7-10750H,GeForce GTX 1660 Ti,32,15.6,Full HD(1920 x 1080 pixels),5.18 lbs(2.35 kg),1000gb SSD,14.4 x 10 x 0.96 inches,Windows 11 Home,22-Apr-23,23996400,Dell G5 15″,7213,12956,0,0,0,0,0
5357,6589ceec8997406b55ed87b4,Intel Core i7-1360P,Intel Iris Xe,32,16,WQXGA(2560 x 1600 pixels),3.26 lbs(1.48 kg),4000gb SSD,14.05 x 9.8 x 0.7 inches,Windows 11 Home,1-Nov-23,46776000,LG Gram 16 2-in-1 (GRAM 16 2-in-1),12205,2690,0,0,0,0,0
5358,6589ceec8997406b55ed87b7,Intel Core i7-12800HX,GeForce RTX 3070 Ti,64,17.3,Quad HD(2560 x 1440 pixels),6.39 lbs(2.9 kg),1000gb SSD,15.63 x 11.18 x 1.02 inches,0biet,28-Feb-23,55656000,HIDevolution MSI Raider GE77HX 12UGS 17″ (MS-GE7712004-HID11),19686,23757,1,0,1,0,0
5359,6589ceec8997406b55ed87b9,Intel Core i9-13900HX,GeForce RTX 4090,32,16,Quad HD Plus(3200 x 1800 pixels),6.17 lbs(2.8 kg),1000gb SSD,14.3 x 10.32 x 1.01 inches,Windows 11 Home,21-Nov-23,69420480,Lenovo Legion Pro 7i Gen 8 16″ (82WQ0005US),27225,38875,1,0,1,0,0
5360,6589ceec8997406b55ed87ba,Intel Core i7-11800H,GeForce RTX 3060,32,16,WQXGA(2560 x 1600 pixels),5.51 lbs(2.5 kg),1000gb SSD,14.1 x 10.3 x 0.78 inches,Windows 10 Home,29-Jul-23,30479760,Acer Predator Triton 500 SE 16″,12390,17090,1,0,0,0,0
5361,6589ceec8997406b55ed87bc,Intel Core i7-12700H,GeForce RTX 3060,16,15.6,Full HD(1920 x 1080 pixels),5.51 lbs(2.5 kg),500gb SSD,14.19 x 10.67 x 1.06 inches,0biet,23-May-22,23735760,Acer Nitro 5 AN515-58-725A (NH.QFMAA.003),15486,17090,1,0,1,0,0
5362,6589ceec8997406b55ed87bd,Intel Core i5-1335U,Intel Iris Xe,32,17.3,Full HD(1920 x 1080 pixels),5.5 lbs(2.49 kg),2000gb SSD,15.78 x 10.15 x 0.78 inches,Windows 11 Home,20-Oct-23,19199760,HP 17 (HP),8110,2690,0,0,0,0,0
5363,6589ceed8997406b55ed87bf,Intel Core i9-12900H,GeForce RTX 3060,64,17.3,Full HD(1920 x 1080 pixels),6.39 lbs(2.9 kg),1000gb SSD,15.63 x 10.57 x 1.08 inches,Windows 11 Home,10-May-23,44399760,MSI GE76 Raider 17″ (GE76),16894,17090,1,0,1,0,0
5364,6589ceed8997406b55ed87c1,Intel Core i5-1235U,Intel Iris Xe,16,15.6,Full HD(1920 x 1080 pixels),3.64 lbs(1.65 kg),500gb SSD,14.14 x 9.31 x 0.78 inches,Windows 11 Pro,17-Jun-22,18959760,Lenovo IdeaPad3 15″ (15IAU7),7915,2690,0,0,0,0,0
5365,6589ceed8997406b55ed87c3,Intel Core i5-11260H,GeForce RTX 3050,32,17.3,Full HD(1920 x 1080 pixels),5.73 lbs(2.6 kg),0biet,0biet,Windows 10,27-Mar-22,30216000,ASUS TUF 17″,9000,12960,1,0,0,0,0
5366,6589ceed8997406b55ed87c5,AMD Ryzen 5 5600H,GeForce RTX 3060,24,15.6,Full HD(1920 x 1080 pixels),5.07 lbs(2.3 kg),500gb SSD,14.31 x 10.04 x 0.94 inches,Windows 11 Home,16-Nov-22,33096000,Acer Nitro 5 15″,9513,17090,1,0,0,0,0
5367,6589ceed8997406b55ed87c6,Intel Core i9-13980HX,GeForce RTX 4080,32,16,Quad HD Plus(3200 x 1800 pixels),5.51 lbs(2.5 kg),1000gb SSD,13.94 x 10.39 x 0.89 inches,Windows 11 Pro,3-Mar-23,69599760,EXcaliberPC ASUS ROG Strix Scar 16 (G634JZ-XS96),31343,34630,1,0,1,0,0
5368,6589ceed8997406b55ed87c8,Intel Core i7-11800H,GeForce RTX 3060,16,15.6,Full HD(1920 x 1080 pixels),5.37 lbs(2.44 kg),500gb SSD,14.06 x 10.71 x 1.06 inches,Windows 10 Home,15-Jul-21,27528000,Dell G15 5511 (G15-7531BLK-PUS),12390,17090,1,0,0,0,0
5369,6589ceed8997406b55ed87c9,Intel Core i9-13900H,GeForce RTX 4050,64,16,Quad HD Plus(3200 x 1800 pixels),4.98 lbs(2.26 kg),4000gb SSD,14.13 x 10.2 x 0.94 inches,Windows 11 Pro,24-Oct-23,54216000,HIDevolution 2023 MSI Creator M16 B13VE (MS-CreatorM16131251-HID13P),19204,14693,0,0,0,0,0
5370,6589ceed8997406b55ed87ca,Intel Core i5-1135G7,Intel Iris Xe,32,14,Full HD(1920 x 1080 pixels),3.49 lbs(1.58 kg),"1000gb SSD, 1000gb HDD",12.94 x 9.43 x 0.78 inches,Windows 11 Pro,14-Apr-23,15816000,Dell Vostro 14 3400 (Vostro 14 3400),5002,2690,0,0,0,0,0
5371,6589ceee8997406b55ed87cc,AMD Ryzen 9 5900HX,GeForce RTX 3070,32,15.6,Full HD(1920 x 1080 pixels),5.5 lbs(2.49 kg),8000gb SSD,15 x 10 x 1 inches,Windows 11 Home,27-Feb-22,119976000,HP OMEN 15z-en100,13081,22459,1,0,0,0,0
5372,6589ceee8997406b55ed87cf,Intel Core i5-1135G7,GeForce MX450,8,17.3,Full HD(1920 x 1080 pixels),4.88 lbs(2.21 kg),"120gb SSD, 1000gb HDD",15.75 x 10.25 x 0.75 inches,Windows 11 Home,21-Apr-23,22776000,HP 17t-cn000,5002,3729,0,0,0,0,0
5373,6589ceee8997406b55ed87d1,Intel Core i5-13500H,Intel Iris Xe,8,14.5,2880x1800(2880 x 1800 pixels),3.31 lbs(1.5 kg),2000gb SSD,12.67 x 8.88 x 0.66 inches,Windows 11 Home,23-Sep-23,18719760,ASUS Zenbook 14″,15585,2690,0,0,0,0,0
5374,6589ceee8997406b55ed87d4,Intel Core i5-1135G7,Intel Iris Xe,16,14,Full HD(1920 x 1080 pixels),3.37 lbs(1.53 kg),1000gb SSD,12.95 x 8.94 x 0.7 inches,Windows 11 Pro,15-Jul-23,21599760,Lenovo ThinkPad T14,5002,2690,0,0,0,0,0
5375,6589ceee8997406b55ed87d5,AMD Ryzen 5 7535HS,GeForce RTX 2050,32,15.6,Full HD(1920 x 1080 pixels),5.06 lbs(2.3 kg),2000gb SSD,14.09 x 10.04 x 0.93 inches,Windows 11 Home,9-Sep-23,17999760,HP Victus 15,10241,7344,0,0,0,0,0
